Concat	MutantID	Plate	NR Well Location	NR Well Location	R Well Location	Genomic Location	Chromosome Location	Gene Description	Gene Name	Gene Role	% into ORF	Direction of Transposon in ORF (see materials and methods)	BLAST Score	Next Best BLAST Score	Levenshtein Distance	Ambiguous location ('yes' if difference between BLAST scores is 0 or if Levenshtein Distance > 4)
3B7	EC1284	3	B7	B	7	1941530	1	"transcriptional regulator, putative"		Regulatory functions	43.4	+	860	0	3	
3B9	EC1551	3	B9	B	9	1970891	1	conserved hypothetical protein		Hypothetical proteins	58.8	-	226	0	0	
3H9	EC1637	3	H9	H	9	2013342	1	pyruvate formate-lyase 1 activating enzyme	pflA	Energy metabolism	97.1	-	753	0	0	
3D6	EC1186	3	D6	D	6	2057694	1	hypothetical protein			16.8	-	391	0	0	
3B10	EC1687	3	B10	B	10	2102552	1	biotin sulfoxide reductase	bisZ	"Biosynthesis of cofactors, prosthetic groups, and carriers"	10	-	412	0	0	
3F12	EC1828	3	F12	F	12	2111086	1	hypothetical protein			85.6	+	884	0	2	
3H2	EC1310	3	H2	H	2	2124170	1	o-succinylbenzoate-CoA synthase	menC	"Biosynthesis of cofactors, prosthetic groups, and carriers"	9.1	-	1110	0	0	
3G12	EC1834	3	G12	G	12	2133193	1	hypothetical protein			18.7	+	846	0	0	
3B2	EC1441	3	B2	B	2	2285334	1	"flagellar assembly protein FliH, putative"	fliH	Cellular processes	13.7	-	535	0	0	
3G10	EC1779	3	G10	G	10	2322416	1	conserved hypothetical protein		Hypothetical proteins	11.4	-	902	0	0	
3H7	EC1420	3	H7	H	7	2346972	1	flagellar basal-body rod protein FlgB	flgB	Cellular processes	7	+	351	0	0	
3C5	EC1377	3	C5	C	5	2429293	1	glutamate 5-kinase	proB	Amino acid biosynthesis	13.4	-	521	0	0	
3A11	EC1787	3	A11	A	11	2441848	1	conserved hypothetical protein		Hypothetical proteins	31.1	-	638	0	0	
3F5	EC1425	3	F5	F	5	2545050	1	"cobalamin biosynthesis protein CbiB, putative"		"Biosynthesis of cofactors, prosthetic groups, and carriers"	8.6	+	295	0	0	
3D2	EC1451	3	D2	D	2	2670294	1	2-isopropylmalate synthase	leuA	Amino acid biosynthesis	7.7	-	83.8	48.1	0	
3G4	EC1335	3	G4	G	4	2739691	1	adenylylsulfate kinase	cysC	Central intermediary metabolism	19	-	589	0	2	
3B4	EC1179	3	B4	B	4	2745654	1	hypothetical protein			18.4	+	444	0	0	
3G7	EC1384	3	G7	G	7	2909961	1	hypothetical protein			2	+	236	0	0	
3E4	EC1245	3	E4	E	4	46730	2	hypothetical protein			89.1	-	165	0	0	
3A10	EC1653	3	A10	A	10	56943	2	GGDEF family protein		Unknown function	59	+	674	0	0	
3F3	EC1442	3	F3	F	3	79700	2	"phosphate ABC transporter, periplasmic phosphate-binding protein"	pstS	Transport and binding proteins	34.1	-	476	50.1	0	
3E1	EC1317	3	E1	E	1	97251	2	hypothetical protein			22.5	-	615	0	0	
3D11	EC1883	3	D11	D	11	201845	2	sigma-54 dependent transcriptional regulator		Regulatory functions	5.4	-	331	0	0	
3B11	EC1833	3	B11	B	11	242124	2	lactonizing lipase	hlyC	Fatty acid and phospholipid metabolism	9.7	-	696	0	0	
3E7	EC1336	3	E7	E	7	247033	2	hypothetical protein			31.8	+	872	0	0	
3D4	EC1233	3	D4	D	4	279215	2	hypothetical protein			5.4	+	319	0	0	
3F9	EC1601	3	F9	F	9	295910	2	glycine cleavage system H protein	gcvH	Energy metabolism	93.9	+	545	0	0	
3F2	EC1507	3	F2	F	2	322987	2	hypothetical protein			9.5	+	967	967	0	yes
3A5	EC1339	3	A5	A	5	343593	2	relB protein	relB-1	Regulatory functions	80.1	-	371	339	14	
3F2	EC1507	3	F2	F	2	322987	2	conserved hypothetical protein		Hypothetical proteins	9.5	+	967	967	0	yes
3C7	EC1292	3	C7	C	7	372723	2	hypothetical protein			33.4	+	404	256	0	
3C11	EC1877	3	C11	C	11	379564	2	hypothetical protein			87.6	-	347	283	0	
3H10	EC1783	3	H10	H	10	398324	2	"acetyltransferase, putative"		Central intermediary metabolism	61.7	-	335	224	0	
3C10	EC1701	3	C10	C	10	402098	2	"hypothetical protein, authentic frameshift"			42.1	-	359	317	0	
3F10	EC1747	3	F10	F	10	417009	2	IS5 transposase		Mobile and extrachromosomal element functions	58.5	-	817	799	4	
3B3	EC1356	3	B3	B	3	458854	2	conserved hypothetical protein		Hypothetical proteins	51.8	-	165	0	0	
3E8	EC1516	3	E8	E	8	471167	2	DNA-binding response regulator		Regulatory functions	99.5	+	167	0	0	
3G11	EC1556	3	G11	G	11	545810	2	conserved hypothetical protein		Hypothetical proteins	48.6	-	220	0	0	
3E5	EC1419	3	E5	E	5	548692	2	formate--tetrahydrofolate ligase	fhs	Central intermediary metabolism	36.9	-	452	0	0	
3C6	EC1531	3	C6	C	6	577995	2	"transcriptional regulator, ArsR family"		Regulatory functions	61.8	-	464	0	0	
3F4	EC1285	3	F4	F	4	641542	2	chitodextrinase		Energy metabolism	14	-	981	0	0	
3G6	EC1230	3	G6	G	6	649408	2	"phosphoglycerate transport regulatory protein PgtC, putative"		Regulatory functions	6.5	-	1005	0	0	
3F6	EC1198	3	F6	F	6	665977	2	hypothetical protein			43.4	+	583	0	0	
3A9	EC1547	3	A9	A	9	683750	2	luxP protein	luxP	Regulatory functions	37.3	-	583	0	0	
3E11	EC1544	3	E11	E	11	691529	2	"anaerobic glycerol-3-phosphate dehydrogenase, subunit A"	glpA	Energy metabolism	17	-	561	0	0	
3G3	EC1460	3	G3	G	3	846451	2	conserved hypothetical protein		Hypothetical proteins	42.2	-	779	0	0	
3A4	EC1502	3	A4	A	4	871927	2	hypothetical protein			16.3	+	252	48.1	0	
3A6	EC1477	3	A6	A	6	885602	2	conserved hypothetical protein		Hypothetical proteins	8.3	+	71.9	0	0	
3A3	EC1312	3	A3	A	3	925212	2	"ABC transporter, ATP-binding protein"		Transport and binding proteins	20	+	333	0	0	
3C4	EC1227	3	C4	C	4	990694	2	"amino acid ABC transporter, permease protein"		Transport and binding proteins	46.8	+	862	0	0	
3E3	EC1398	3	E3	E	3	991501	2	"phosphomannomutase, putative"		Energy metabolism	12.8	+	383	0	0	
4D10	EC1960	4	D10	D	10	37986	1	"hemolysin, putative"		Cellular processes	21	+	242	42.1	0	
4D2	EC1769	4	D2	D	2	49858	1	"phosphoribosylaminoimidazole carboxylase, catalytic subunit"	purE	"Purines, pyrimidines, nucleosides, and nucleotides"	17.7	+	256	0	0	
4E1	EC1579	4	E1	E	1	84596	1	"ubiquinone biosynthesis protein AarF, putative"		"Biosynthesis of cofactors, prosthetic groups, and carriers"	93.2	-	147	0	0	
4A9	EC2053	4	A9	A	9	206595	1	iron(III) compound receptor		Transport and binding proteins	7.4	+	948	0	1	
4G8	EC2013	4	G8	G	8	421349	1	UTP--glucose-1-phosphate uridylyltransferase	galU	"Purines, pyrimidines, nucleosides, and nucleotides"	17.9	+	371	63.9	2	
4D3	EC1668	4	D3	D	3	436036	1	MSHA pilin protein MshC	mshC	Cellular processes	3.2	-	975	0	0	
4H4	EC1906	4	H4	H	4	634270	1	aconitate hydratase 2	acnB	Energy metabolism	14.7	-	484	0	0	
4C4	EC1760	4	C4	C	4	700502	1	"acetyltransferase, putative"		Central intermediary metabolism	71.6	+	749	63.9	0	
4D12	EC2499	4	D12	D	12	708041	1	branched chain amino acid transport system II carrier protein	brnQ	Transport and binding proteins	5	-	795	0	0	
4F2	EC1811	4	F2	F	2	784647	1	conserved hypothetical protein		Hypothetical proteins	92.1	+	436	0	0	
4H8	EC2041	4	H8	H	8	798525	1	protein-export membrane protein SecF	secF-1	Protein fate	86.5	-	117	0	0	
4A5	EC1910	4	A5	A	5	829725	1	vibriobactin-specific isochorismate synthase	vibC	Transport and binding proteins	24	-	276	0	0	
4H1	EC1623	4	H1	H	1	869592	1	helicase-related protein		Transcription	7.4	+	611	0	0	
4D11	EC2300	4	D11	D	11	873520	1	"transposase, putative"		Mobile and extrachromosomal element functions	28	+	184	0	0	
4D1	EC1573	4	D1	D	1	943353	1	conserved hypothetical protein		Hypothetical proteins	82.6	+	135	0	0	
4E7	EC2178	4	E7	E	7	984228	1	"polysaccharide export protein, putative"		Transport and binding proteins	49.7	-	109	0	0	
4E5	EC1985	4	E5	E	5	1056364	1	"asparagine synthetase B, glutamine-hydrolyzing"	asnB	Amino acid biosynthesis	15.8	-	864	0	0	
4G10	EC2096	4	G10	G	10	1163322	1	"oligopeptide ABC transporter, ATP-binding protein"	oppF	Transport and binding proteins	5.7	+	291	0	0	
4C12	EC2469	4	C12	C	12	1190729	1	cyclopropane-fatty-acyl-phospholipid synthase	cfa	Fatty acid and phospholipid metabolism	24.1	+	763	0	0	
4H7	EC2268	4	H7	H	7	1223522	1	conserved hypothetical protein		Hypothetical proteins	17.3	-	476	113	0	
4F4	EC1822	4	F4	F	4	1226650	1	response regulator		Regulatory functions	57.8	-	716	0	0	
4D9	EC2109	4	D9	D	9	1240009	1	thymidine kinase	tdk	"Purines, pyrimidines, nucleosides, and nucleotides"	1.9	+	688	0	0	
4D4	EC1776	4	D4	D	4	1264129	1	hypothetical protein			74.6	+	222	0	0	
4F10	EC1998	4	F10	F	10	1269237	1	hypothetical protein			10.6	-	355	0	1	
4B12	EC2463	4	B12	B	12	1346872	1	hypothetical protein			7.7	+	509	0	0	
4H9	EC2157	4	H9	H	9	1348259	1	"extracellular solute-binding protein, family 7"		Transport and binding proteins	60	-	313	0	3	
4A6	EC2231	4	A6	A	6	1352367	1	"transcriptional regulator, LuxR family"		Regulatory functions	38.7	+	291	67.9	8	
4D6	EC1984	4	D6	D	6	1384888	1	"para-aminobenzoate synthase, component I"	pabB	"Biosynthesis of cofactors, prosthetic groups, and carriers"	24.3	-	182	0	0	
4E9	EC2137	4	E9	E	9	1394682	1	"alanine racemase, putative"		Cell envelope	25.5	+	155	0	0	
4G5	EC2133	4	G5	G	5	1454301	1	conserved hypothetical protein		Hypothetical proteins	20.1	+	1092	0	0	
4C3	EC1664	4	C3	C	3	1462252	1	GGDEF family protein		Unknown function	5.1	+	190	0	0	
4C8	EC1949	4	C8	C	8	1502214	1	"multidrug resistance protein, putative"		Transport and binding proteins	40.2	+	369	0	0	
4G3	EC1680	4	G3	G	3	1540520	1	hypothetical protein			23.3	-	444	0	0	
4C5	EC1979	4	C5	C	5	1611893	1	PqiA family protein		Hypothetical proteins	20.1	-	170	0	0	
4H3	EC1714	4	H3	H	3	1621478	1	conserved hypothetical protein		Hypothetical proteins	21.7	-	216	0	0	
4H2	EC1857	4	H2	H	2	1665706	1	glycerol-3-phosphate regulon repressor	glpR	Regulatory functions	18.6	-	509	0	0	
4G4	EC1872	4	G4	G	4	1690035	1	enterobactin synthetase component F-related protein		Unknown function	7	-	202	0	0	
4F5	EC2021	4	F5	F	5	1700628	1	alpha-acetolactate decarboxylase	aldC	Central intermediary metabolism	72.1	+	517	0	0	
4G12	EC2563	4	G12	G	12	1717274	1	hypothetical protein			6.3	+	329	0	0	
4A4	EC1720	4	A4	A	4	1727054	1	"fimbrial biogenesis and twitching motility protein, putative"		Cellular processes	33.1	-	628	0	1	
4G11	EC2407	4	G11	G	11	1808670	1	"transporter, AcrB/D/F family"		Transport and binding proteins	7.9	+	375	0	0	
4A12	EC2415	4	A12	A	12	1821121	1	conserved hypothetical protein		Hypothetical proteins	18.9	+	363	0	0	
4C10	EC2297	4	C10	C	10	1827359	1	cytochrome c-type protein TorC	torC	Energy metabolism	84.8	+	303	0	0	
4B10	EC2253	4	B10	B	10	1849624	1	cell division protein MukB	mukB	Cellular processes	90	+	981	0	0	
4A1	EC1848	4	A1	A	1	1884763	1	hypothetical protein			20.3	+	214	0	0	
4F8	EC1967	4	F8	F	8	1985004	1	Holliday junction DNA helicase RuvB	ruvB	DNA metabolism	89	+	391	0	0	
4G1	EC1617	4	G1	G	1	2030734	1	transcription-repair coupling factor	mfd	DNA metabolism	8.4	-	228	0	0	
4F1	EC1583	4	F1	F	1	2055365	1	leucine-responsive regulatory protein	lrp	Regulatory functions	1.4	+	315	0	0	
4H10	EC2098	4	H10	H	10	2059456	1	hypothetical protein			32.9	+	307	0	0	
4H11	EC2413	4	H11	H	11	2183265	1	ribonuclease E	rne	Transcription	57.6	+	113	0	0	
4B3	EC1610	4	B3	B	3	2185172	1	sulfate permease family protein		Transport and binding proteins	14	+	1013	40.1	1	
4A10	EC2189	4	A10	A	10	2230923	1	arginyl-tRNA synthetase	argS	Protein synthesis	0.3	-	343	0	0	
4A11	EC2104	4	A11	A	11	2293389	1	flagellar protein FliS	fliS	Cellular processes	8	-	860	40.1	3	
4E3	EC1672	4	E3	E	3	2306226	1	lipoprotein-34 NlpB	nlpB	Cell envelope	16.9	+	303	0	0	
4D8	EC1959	4	D8	D	8	2306467	1	dihydrodipicolinate synthase	dapA	Amino acid biosynthesis	98.8	+	75.8	0	0	
4H6	EC2116	4	H6	H	6	2368472	1	"cation transport ATPase, E1-E2 family"		Transport and binding proteins	11.7	-	946	0	0	
4A2	EC1673	4	A2	A	2	2376010	1	hypothetical protein			58.5	-	833	0	1	
4F12	EC2553	4	F12	F	12	2456786	1	"RNA polymerase sigma-70 factor, ECF subfamily"		Transcription	8.9	-	502	0	0	
4E2	EC1805	4	E2	E	2	2507689	1	deoxyribose-phosphate aldolase	deoC	Energy metabolism	20.9	-	819	0	0	
4B2	EC1713	4	B2	B	2	2523769	1	s-adenosylmethionine:2-demethylmenaquinone methyltransferase	menG-1	"Biosynthesis of cofactors, prosthetic groups, and carriers"	11	+	1114	0	0	
4F9	EC2151	4	F9	F	9	2558271	1	"carbamoyl-phosphate synthase, small subunit"	carA	"Purines, pyrimidines, nucleosides, and nucleotides"	14.5	-	474	0	0	
4B1	EC1563	4	B1	B	1	2588212	1	pyruvate dehydrogenase complex repressor	pdhR	Regulatory functions	21.4	-	369	0	0	
4G6	EC2088	4	G6	G	6	2657295	1	conserved hypothetical protein		Hypothetical proteins	53.2	-	363	0	2	
4F11	EC2365	4	F11	F	11	2738394	1	hypothetical protein			55.3	-	541	0	0	
4A8	EC2270	4	A8	A	8	2748289	1	conserved hypothetical protein		Hypothetical proteins	13.8	-	254	0	0	
4E12	EC2507	4	E12	E	12	2774684	1	hypothetical protein			65	+	167	0	0	
4E11	EC2361	4	E11	E	11	2824275	1	conserved hypothetical protein		Hypothetical proteins	35.2	-	527	0	0	
4F3	EC1676	4	F3	F	3	2915994	1	YihY family protein	yihY	Transcription	12.3	-	549	0	0	
4G2	EC1855	4	G2	G	2	71068	2	heme receptor HutR	hutR	Transport and binding proteins	9	+	571	0	0	
4C6	EC1982	4	C6	C	6	152875	2	hypothetical protein			63.5	+	692	0	14	
4E4	EC1804	4	E4	E	4	190560	2	hypothetical protein			20.2	-	119	0	0	
4G9	EC2153	4	G9	G	9	223875	2	hypothetical protein			3.8	+	339	0	1	
4B7	EC2162	4	B7	B	7	228748	2	sensory box sensor histidine kinase		Regulatory functions	21.2	+	448	0	0	
4C2	EC1761	4	C2	C	2	323171	2	hypothetical protein			37.6	+	611	611	0	yes
4D7	EC2174	4	D7	D	7	332578	2	hypothetical protein			17.6	+	428	202	0	
4C2	EC1761	4	C2	C	2	323171	2	hypothetical protein			37.6	+	611	611	0	yes
4B8	EC2272	4	B8	B	8	420951	2	"acetyltransferase, putative"		Central intermediary metabolism	64.4	+	801	737	2	
4D5	EC1983	4	D5	D	5	471450	2	tatA protein	tatA-2	Protein fate	35.5	-	551	0	0	
4E6	EC2030	4	E6	E	6	496946	2	hypothetical protein			25.4	-	301	0	0	
4H5	EC2215	4	H5	H	5	522574	2	"glutathione S-transferase, putative"		Central intermediary metabolism	69.4	-	817	0	0	
4B6	EC1936	4	B6	B	6	569140	2	MutT/nudix family protein		DNA metabolism	29.6	+	206	0	0	
4B4	EC1756	4	B4	B	4	582549	2	"conserved hypothetical protein/hemolysin, putative"		Cellular processes	8.6	-	630	0	0	
4C9	EC2103	4	C9	C	9	583628	2	hypothetical protein			27.6	-	242	0	0	
4F6	EC2080	4	F6	F	6	615784	2	"periplasmic nitrate reductase, cytochrome c-type protein"	napC	Energy metabolism	34.2	+	773	0	0	
4F7	EC2222	4	F7	F	7	622274	2	"iron(III) ABC transporter, periplasmic iron-compound-binding protein"		Transport and binding proteins	74.5	+	228	0	0	
4E8	EC1965	4	E8	E	8	633964	2	hypothetical protein			7.9	+	751	0	0	
4A3	EC1901	4	A3	A	3	675210	2	hypothetical protein			24.4	+	81.8	0	0	
4B9	EC2057	4	B9	B	9	677015	2	hypothetical protein			9.7	+	525	0	0	
4G7	EC2226	4	G7	G	7	818743	2	hemagglutinin/protease	hap	Cellular processes	24.4	-	618	0	0	
4C11	EC2290	4	C11	C	11	864063	2	hutX protein	hutX	Hypothetical proteins	10.3	-	555	0	0	
4C7	EC2166	4	C7	C	7	887564	2	hypothetical protein			15.3	+	127	0	0	
4B11	EC2154	4	B11	B	11	959595	2	"outer membrane protein, putative"		Cell envelope	41.4	+	244	0	0	
4A7	EC2120	4	A7	A	7	1034962	2	hypothetical protein			38.8	-	305	0	0	
5E3	EC2441	5	E3	E	3	94894	1	hypothetical protein			96.9	+	898	0	0	
5H4	EC2633	5	H4	H	4	123062	1	conserved hypothetical protein		Hypothetical proteins	16.2	+	220	0	0	
5D12	EC2919	5	D12	D	12	198616	1	"transcriptional regulator, AraC/XylS family"		Regulatory functions	8.7	-	182	0	0	
5E12	EC2955	5	E12	E	12	212758	1	conserved hypothetical protein		Hypothetical proteins	62.2	+	749	0	0	
5E1	EC2360	5	E1	E	1	221749	1	"transcriptional regulator, TetR family"		Regulatory functions	34.6	+	198	0	0	
5D10	EC2936	5	D10	D	10	254512	1	"acyl carrier protein, putative"		Fatty acid and phospholipid metabolism	2	+	182	161	0	
5B10	EC2888	5	B10	B	10	267142	1	mannosyl-transferase	rfbU	Cell envelope	5	+	595	0	0	
5D7	EC2741	5	D7	D	7	408753	1	"Na+/H+ antiporter, putative"		Transport and binding proteins	6.3	+	553	0	0	
5D4	EC2537	5	D4	D	4	471043	1	bis(5`-nucleosyl)-tetraphosphatase	apaH	"Purines, pyrimidines, nucleosides, and nucleotides"	27	-	969	0	0	
5E6	EC2634	5	E6	E	6	471410	1	apaG protein	apaG	Unknown function	62.8	+	938	0	0	
5B1	EC2599	5	B1	B	1	606104	1	"ubiquinol--cytochrome c reductase, cytochrome c1"	petC	Energy metabolism	3.8	+	676	0	0	
5G5	EC2526	5	G5	G	5	674609	1	D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine-endopeptidase	dacB	Cell envelope	9.3	+	69.9	0	0	
5H10	EC2990	5	H10	H	10	724478	1	transcriptional activator protein NhaR	nhaR	Regulatory functions	47.3	+	127	0	0	
5H6	EC2695	5	H6	H	6	755836	1	chorismate mutase/prephenate dehydratase	pheA	Amino acid biosynthesis	14	+	781	0	0	
5A7	EC2699	5	A7	A	7	769344	1	ferredoxin		Energy metabolism	85	+	880	0	0	
5C12	EC2915	5	C12	C	12	774607	1	"phosphate ABC transporter, periplasmic phosphate-binding protein, putative"		Transport and binding proteins	33.6	+	345	0	0	
5H11	EC2819	5	H11	H	11	785431	1	hypothetical protein			15.8	-	63.9	46.1	0	
5B11	EC2717	5	B11	B	11	786068	1	copper homeostasis protein	cutC	Transport and binding proteins	34.1	+	426	0	0	
5F12	EC3011	5	F12	F	12	792584	1	"acetoin utilization protein AcuB, putative"		Hypothetical proteins	27.9	-	232	0	0	
5H3	EC2487	5	H3	H	3	792828	1	hypothetical protein			40.3	-	1287	0	0	
5G8	EC3027	5	G8	G	8	795597	1	conserved hypothetical protein		Hypothetical proteins	33.1	+	450	0	0	
5C8	EC2947	5	C8	C	8	1021690	1	conserved hypothetical protein		Hypothetical proteins	35.1	-	394	0	0	
5A9	EC3033	5	A9	A	9	1063119	1	hypothetical protein			96	-	724	0	0	
5G3	EC2473	5	G3	G	3	1125399	1	recombination protein RecR	recR	DNA metabolism	35.5	+	492	0	0	
5C6	EC2628	5	C6	C	6	1127034	1	"oxidoreductase, short-chain dehydrogenase/reductase family"		Central intermediary metabolism	70.3	-	773	0	0	
5H2	EC2606	5	H2	H	2	1162461	1	"oligopeptide ABC transporter, ATP-binding protein"	oppD	Transport and binding proteins	15.4	+	519	0	0	
5D11	EC2727	5	D11	D	11	1202372	1	histidinol dehydrogenase	hisD	Amino acid biosynthesis	15	-	121	0	0	
5C1	EC2613	5	C1	C	1	1251752	1	pseudouridine synthase family 1 protein		Protein synthesis	92.4	-	206	0	0	
5A11	EC3044	5	A11	A	11	1320594	1	methyl-accepting chemotaxis protein		Cellular processes	16.1	+	79.8	0	0	
5B2	EC2454	5	B2	B	2	1366085	1	periplasmic glucans biosynthesis protein MdoG	mdoG	Cellular processes	7.5	-	1168	0	0	
5E9	EC2786	5	E9	E	9	1366980	1	methyl-accepting chemotaxis protein		Cellular processes	20.1	-	389	0	0	
5E2	EC2512	5	E2	E	2	1387623	1	conserved hypothetical protein		Hypothetical proteins	10.7	+	234	42.1	2	
5B8	EC2945	5	B8	B	8	1429143	1	MutT/nudix family protein		DNA metabolism	48.2	-	357	0	0	
5A4	EC2523	5	A4	A	4	1434796	1	maleylacetoacetate isomerase	maiA	Energy metabolism	11.2	-	920	0	1	
5B9	EC2700	5	B9	B	9	1501118	1	"transcriptional regulator, TetR family"		Regulatory functions	67.1	-	642	54	0	
5C4	EC2535	5	C4	C	4	1506853	1	methyl-accepting chemotaxis protein		Cellular processes	45.1	+	381	0	0	
5G6	EC2693	5	G6	G	6	1514012	1	hypothetical protein			30.4	+	343	0	1	
5E4	EC2579	5	E4	E	4	1528891	1	hypothetical protein			7.2	-	842	0	0	
5E11	EC2731	5	E11	E	11	1545233	1	"toxin secretion transporter, putative"		Transport and binding proteins	7.4	+	167	0	0	
5F6	EC2678	5	F6	F	6	1602838	1	hypothetical protein			4.6	-	149	0	0	
5F5	EC2490	5	F5	F	5	1622902	1	hypothetical protein			91.7	+	751	0	0	
5D1	EC2326	5	D1	D	1	1637235	1	sigma-54 dependent response regulator		Regulatory functions	64.1	+	216	0	0	
5D5	EC2444	5	D5	D	5	1855406	1	mukF protein	mukF	Cellular processes	21.1	+	1144	0	0	
5C9	EC2708	5	C9	C	9	1986735	1	crossover junction endodeoxyribonuclease RuvC	ruvC	DNA metabolism	86.5	+	127	0	0	
5G4	EC2627	5	G4	G	4	1996583	1	conserved hypothetical protein		Hypothetical proteins	25.2	+	617	0	0	
5E10	EC2942	5	E10	E	10	2219602	1	chemotaxis protein CheA	cheA-2	Cellular processes	16.2	-	1051	0	0	
5D8	EC2949	5	D8	D	8	2417655	1	protein-P-II uridylyltransferase	glnD	Amino acid biosynthesis	9.8	+	674	0	0	
5C3	EC2385	5	C3	C	3	2546080	1	conserved hypothetical protein		Hypothetical proteins	19	+	436	0	0	
5A12	EC2823	5	A12	A	12	2586885	1	"pyruvate dehydrogenase, E1 component"	aceE	Energy metabolism	25.1	+	650	0	1	
5B12	EC2859	5	B12	B	12	2610864	1	outer membrane protein TolC	tolC	Protein fate	24	-	1120	0	0	
5D6	EC2632	5	D6	D	6	2634321	1	"TrmA family RNA methyltransferase, putative"		Protein synthesis	7.7	+	323	0	0	
5G10	EC2986	5	G10	G	10	2710620	1	hypothetical protein			94.1	+	105	0	3	
5G10	EC2986	5	G10	G	10	2710620	1	conserved hypothetical protein		Hypothetical proteins	5.7	+	105	0	3	
5B7	EC2701	5	B7	B	7	2730598	1	conserved hypothetical protein		Hypothetical proteins	5.1	+	402	0	2	
5B4	EC2531	5	B4	B	4	2787612	1	acetylornithine aminotransferase	argD	Amino acid biosynthesis	10.3	+	801	0	0	
5F11	EC2761	5	F11	F	11	2863387	1	fxsA protein	fsxA	Unknown function	60.6	+	331	0	1	
5F9	EC2788	5	F9	F	9	2865211	1	aspartate ammonia-lyase	aspA	Energy metabolism	17.3	+	410	0	0	
5G11	EC2779	5	G11	G	11	2914971	1	conserved hypothetical protein		Hypothetical proteins	51.1	-	785	0	0	
5C2	EC2460	5	C2	C	2	15021	2	4-alpha-glucanotransferase	malQ	Energy metabolism	9.7	-	83.8	0	0	
5H5	EC2532	5	H5	H	5	20080	2	hcp protein	hcp-2	Unknown function	58.1	-	938	0	0	
5D2	EC2466	5	D2	D	2	78748	2	methyl-accepting chemotaxis protein		Cellular processes	21.4	+	218	0	0	
5F4	EC2625	5	F4	F	4	93273	2	"transcriptional regulator, LysR family"		Regulatory functions	24.3	+	1092	0	0	
5A10	EC2850	5	A10	A	10	175118	2	"NADH dehydrogenase, putative"		Energy metabolism	19.3	+	163	0	0	
5A8	EC2897	5	A8	A	8	225331	2	conserved hypothetical protein		Hypothetical proteins	96.5	-	916	0	0	
5A8	EC2897	5	A8	A	8	225331	2	hypothetical protein			17	-	916	0	0	
5D9	EC2740	5	D9	D	9	259547	2	sensor histidine kinase		Regulatory functions	48.7	+	557	0	0	
5C10	EC2900	5	C10	C	10	260663	2	transcriptional regulator		Regulatory functions	43.4	-	488	0	0	
5G9	EC2796	5	G9	G	9	263894	2	conserved hypothetical protein		Hypothetical proteins	13.6	+	519	0	0	
5F1	EC2368	5	F1	F	1	313928	2	hypothetical protein			23.6	-	722	521	0	
5C5	EC2384	5	C5	C	5	315398	2	chloramphenicol acetyltransferase	cat	Cellular processes	14.1	-	1037	79.8	0	
